club|entrenador|fecha_nacimiento|nacionalidad|comienzo|salida|tiempo_en_cargo|partidos|ppp|fuente|temporada|fecha_carga
Deportivo Binacional|César Loayza|21/06/1996|Perú|20/05/2026||22 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Lizandro Barbarán|18/02/1964|Perú|26/03/2026|18/05/2026|53 días|6|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Claudio Bustamante|12/12/1983|Perú|01/05/2025|31/12/2025|244 días|9|0,78|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Luis Calmet||Perú|25/04/2025|01/05/2025|6 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Chávez-Riva|22/11/1964|Perú|08/04/2025|22/04/2025|14 días|2|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Érick Torres|16/05/1975|Perú|16/01/2025|07/04/2025|81 días|6|1,17|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Luis Flores|18/08/1964|Perú|05/08/2024|08/09/2024|34 días|6|2,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Érick Torres|16/05/1975|Perú|10/06/2024|31/07/2024|51 días|6|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Chávez-Riva|22/11/1964|Perú|01/05/2024|10/06/2024|40 días|6|2,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Aristóteles Ramos|09/03/1972|Perú|01/04/2024|01/05/2024|30 días|3|0,33|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Vaioli|26/04/1969|Argentina|04/08/2023|30/10/2023|87 días|13|1,08|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Juan Manuel Azconzábal|08/09/1974|Argentina, Italia|19/06/2023|01/08/2023|43 días|5|0,60|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Aristóteles Ramos|09/03/1972|Perú|01/06/2023|18/06/2023|17 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|José Díaz||Perú|20/05/2023|01/06/2023|12 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Darío Franco|17/01/1969|Argentina, México|22/03/2023|19/05/2023|58 días|8|1,38|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|José Díaz||Perú|18/03/2023|02/04/2023|15 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Wilmar Valencia|27/10/1961|Perú|26/01/2022|15/03/2023|413 días|41|1,41|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Carlos Desio|25/01/1973|Argentina, Italia|01/06/2021|01/12/2021|183 días|20|1,20|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Vaioli|26/04/1969|Argentina|12/04/2021|01/06/2021|50 días|3|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Rubén Insúa|17/04/1961|Argentina|07/04/2021|09/05/2021|32 días|3|0,33|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Chávez-Riva|22/11/1964|Perú|23/03/2021|07/04/2021|15 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Luis Flores|18/08/1964|Perú|06/11/2020|22/03/2021|136 días|8|0,88|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Chávez-Riva|22/11/1964|Perú|30/10/2020|05/11/2020|6 días|2|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Javier Arce|28/02/1957|Perú|08/09/2020|26/10/2020|48 días|13|0,62|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|Flabio Torres|07/12/1970|Colombia|24/02/2020|08/09/2020|197 días|8|1,13|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Binacional|César Vigevani|30/08/1974|Argentina|01/01/2020|10/02/2020|40 días|3|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Adrián Celis|19/09/1998|Perú|01/01/2026||161 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|César Charún|25/10/1970|Perú|05/07/2025|31/12/2025|179 días|6|0,17|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Adrián Celis|19/09/1998|Perú|04/03/2025|05/07/2025|123 días|12|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Hugo Sotil||Perú|25/08/2024|31/12/2024|128 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Víctor Rivera|10/11/1968|Perú|31/12/2023|14/08/2024|227 días|15|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Santiago Acasiete|22/11/1977|Perú, España|23/09/2023|31/12/2023|99 días|5|1,80|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Adrián Celis|19/09/1998|Perú|02/08/2023|23/09/2023|52 días|6|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Rafael Castillo|26/09/1960|Perú|23/06/2023|02/08/2023|40 días|4|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Adrián Celis|19/09/1998|Perú|20/06/2023|26/06/2023|6 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Ángel Comizzo|27/04/1962|Argentina, Italia|15/11/2022|15/06/2023|212 días|17|1,41|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Juan Pajuelo|23/09/1974|Perú|13/09/2022|08/11/2022|56 días|7|1,43|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Hernán Lisi|14/04/1971|Argentina|04/09/2021|12/09/2022|373 días|37|1,30|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Julio Argote|16/01/1958|Perú|26/08/2021|04/09/2021|9 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Municipal|Franco Navarro|10/11/1961|Perú|03/12/2020|26/08/2021|266 días|18|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Cristian Paulucci|20/01/1973|Argentina, Italia|25/05/2026||17 días|1|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Edwin Arévalo||Perú|12/05/2026|25/05/2026|13 días|2|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Carlos Bustos|16/04/1966|Argentina|10/12/2025|12/05/2026|153 días|14|1,14|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Hernán Lisi|14/04/1971|Argentina|14/08/2025|30/11/2025|108 días|14|0,93|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Pablo Bossi|01/01/1973|Uruguay, Italia|25/02/2025|12/08/2025|168 días|19|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Mauro Reyes|19/05/1977|Perú|07/02/2025|25/02/2025|18 días|2|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Hernán Gómez|03/02/1956|Colombia|29/11/2024|24/02/2025|87 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Guillermo Sanguinetti|21/06/1966|Uruguay, Italia|20/08/2024|28/11/2024|100 días|9|0,67|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|José Infante|30/08/1978|Perú|11/08/2024|22/08/2024|11 días|2|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Alberto Peña|02/04/1990|Perú|06/08/2024|10/08/2024|4 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Carlos Ramacciotti|29/05/1955|Argentina, Italia|26/07/2023|18/08/2024|389 días|35|1,03|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Francisco Pizarro|03/03/1971|Perú|24/05/2023|25/07/2023|62 días|7|0,86|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|José Infante|30/08/1978|Perú|15/05/2023|25/05/2023|10 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Marcelo Grioni|27/07/1966|Argentina|28/04/2022|14/05/2023|381 días|39|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Franco Navarro|10/11/1961|Perú|26/11/2021|27/04/2022|152 días|10|0,80|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Mario Viera|19/10/1959|Uruguay|25/05/2021|01/12/2021|190 días|20|1,45|Transfermarkt|2023|2026-06-11 21:31:12
Universidad Técnica de Cajamarca|Pablo Garabello|27/09/1973|Argentina|04/12/2020|26/05/2021|173 días|11|0,91|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Diego Ripacolli|26/04/1979|Argentina|21/04/2026||51 días|6|1,67|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Pablo Trobbiani|28/12/1976|España, Argentina|01/01/2026|20/04/2026|109 días|11|0,91|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Horacio Melgarejo|27/05/1973|Argentina|10/07/2025|30/11/2025|143 días|17|1,47|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Orlando Romero||Perú|25/06/2025|13/07/2025|18 días|3|1,67|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Leo Rojas|09/10/1961|Perú|20/04/2025|23/06/2025|64 días|7|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Carlos Desio|25/01/1973|Argentina, Italia|25/12/2024|16/04/2025|112 días|9|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Claudio Biaggio|02/07/1967|Argentina, Italia|07/10/2024|24/12/2024|78 días|4|1,75|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Carlos Gutiérrez|02/04/1982|Perú|24/09/2024|07/10/2024|13 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Wilmar Valencia|27/10/1961|Perú|18/06/2024|24/09/2024|98 días|12|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Carlos Desio|25/01/1973|Argentina, Italia|11/11/2023|16/06/2024|218 días|18|1,56|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Franco Navarro|10/11/1961|Perú|04/07/2022|01/11/2023|485 días|54|1,46|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Carlos Gutiérrez|02/04/1982|Perú|27/06/2022|04/07/2022|7 días|1|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Juan Carlos Bazalar|23/02/1968|Perú|18/10/2021|27/06/2022|252 días|17|0,88|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Elmer Castro||Perú|06/09/2021|17/10/2021|41 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Asociación Deportiva Tarma|Roberto Tristán|06/05/1983|Perú|13/01/2020|31/12/2020|353 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Richard Pellejero|30/05/1976|Uruguay|27/03/2026||76 días|9|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Roberto Mosquera|21/06/1956|Perú|07/01/2026|24/03/2026|76 días|7|0,86|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Richard Pellejero|30/05/1976|Uruguay|01/01/2025|31/12/2025|364 días|35|1,37|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Franco Navarro|10/11/1961|Perú|11/06/2024|03/11/2024|145 días|17|1,12|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Nifflin Bermúdez|04/02/1968|Perú|01/04/2024|10/06/2024|70 días|8|0,63|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Wilmar Valencia|27/10/1961|Perú|30/04/2023|01/04/2024|337 días|34|1,62|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Nifflin Bermúdez|04/02/1968|Perú|11/08/2022|30/04/2023|262 días|26|1,42|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Carlos Desio|25/01/1973|Argentina, Italia|03/12/2021|11/08/2022|251 días|23|1,96|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Javier Arce|28/02/1957|Perú|07/08/2021|01/12/2021|116 días|12|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Sport Huancayo|Wilmar Valencia|27/10/1961|Perú|01/02/2020|07/08/2021|553 días|57|1,26|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Ronny Revollar|26/02/1976|Perú|27/05/2026||15 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Francisco Melgar|20/06/1973|Perú|08/06/2025|27/05/2026|353 días|19|0,95|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Juan Carlos Mariño|02/01/1982|Perú|04/04/2025|08/06/2025|65 días|10|0,30|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Adrián Taffarel|10/01/1966|Argentina, Italia|01/03/2024|31/12/2024|305 días|27|1,41|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Jersi Sócola|07/07/1990|Perú|14/09/2023|31/12/2023|108 días|7|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Adrián Taffarel|10/01/1966|Argentina, Italia|15/06/2023|13/09/2023|90 días|11|0,91|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Edgardo Malvestiti|12/12/1969|Argentina|22/04/2023|13/06/2023|52 días|8|0,75|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Ramón Perleche||Perú|13/04/2023|22/04/2023|9 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Matías Rosa|10/01/1982|Uruguay|05/12/2022|12/04/2023|128 días|9|0,33|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Alejandro Apud|21/10/1967|Uruguay|02/07/2022|31/12/2022|182 días|18|1,06|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Guillermo Esteves|16/08/1986|Perú|15/06/2022|02/07/2022|17 días|3|2,00|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Carlos Silvestri|22/06/1972|Perú|01/10/2021|02/06/2022|244 días|19|0,63|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Jorge Espejo|20/08/1976|Perú|28/10/2020|28/09/2021|335 días|31|0,97|Transfermarkt|2023|2026-06-11 21:31:12
Academia Deportiva Cantolao|Hernán Lisi|14/04/1971|Argentina|01/01/2020|27/10/2020|300 días|20|1,10|Transfermarkt|2023|2026-06-11 21:31:12
